2021-06-27 21:06:208 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 11:06:270 INFO  AddCustomerPage :37 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (f363959ef8f8e1ec077032d64d3bdbe7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 11:06:776 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 11:06:533 INFO  HomePage :28 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (fcc39f9d876e95ead37df9b51f3de350)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 11:06:941 INFO  BankManagerLoginPage :21 - Clicking on add customer button:[[ChromeDriver: chrome on WINDOWS (fcc39f9d876e95ead37df9b51f3de350)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 11:06:975 INFO  AddCustomerPage :26 - Enter first name[[ChromeDriver: chrome on WINDOWS (fcc39f9d876e95ead37df9b51f3de350)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 11:06:115 INFO  AddCustomerPage :30 - Enter last name[[ChromeDriver: chrome on WINDOWS (fcc39f9d876e95ead37df9b51f3de350)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 11:06:371 INFO  AddCustomerPage :34 - Enter postcode[[ChromeDriver: chrome on WINDOWS (fcc39f9d876e95ead37df9b51f3de350)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 11:06:420 INFO  AddCustomerPage :37 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (fcc39f9d876e95ead37df9b51f3de350)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 11:06:454 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 11:06:690 INFO  HomePage :28 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 11:06:996 INFO  BankManagerLoginPage :21 - Clicking on add customer button:[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 11:06:416 INFO  AddCustomerPage :26 - Enter first name[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 11:06:550 INFO  AddCustomerPage :30 - Enter last name[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 11:06:704 INFO  AddCustomerPage :34 - Enter postcode[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 11:06:738 INFO  AddCustomerPage :37 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 11:06:53 INFO  HomePage :20 - Clicking on home button:[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //button[text()='Home']]
2021-06-28 11:06:218 INFO  HomePage :28 - Clicking on Login Link:Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 11:06:323 INFO  BankManagerLoginPage :25 - Clicking on open account button:[[ChromeDriver: chrome on WINDOWS (b53260dc5398b3c9761c4ec02c9f65c8)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 11:06:684 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 11:06:950 INFO  HomePage :28 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (b8fce14346cf528d46a16bb8f2734950)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 11:06:224 INFO  BankManagerLoginPage :21 - Clicking on add customer button:[[ChromeDriver: chrome on WINDOWS (b8fce14346cf528d46a16bb8f2734950)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 11:06:646 INFO  AddCustomerPage :26 - Enter first name[[ChromeDriver: chrome on WINDOWS (b8fce14346cf528d46a16bb8f2734950)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 11:06:780 INFO  AddCustomerPage :30 - Enter last name[[ChromeDriver: chrome on WINDOWS (b8fce14346cf528d46a16bb8f2734950)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 11:06:928 INFO  AddCustomerPage :34 - Enter postcode[[ChromeDriver: chrome on WINDOWS (b8fce14346cf528d46a16bb8f2734950)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 11:06:959 INFO  AddCustomerPage :37 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (b8fce14346cf528d46a16bb8f2734950)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 11:06:387 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 11:06:698 INFO  HomePage :28 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 11:06:120 INFO  BankManagerLoginPage :21 - Clicking on add customer button:[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 11:06:586 INFO  AddCustomerPage :26 - Enter first name[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 11:06:695 INFO  AddCustomerPage :30 - Enter last name[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 11:06:844 INFO  AddCustomerPage :34 - Enter postcode[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 11:06:863 INFO  AddCustomerPage :37 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 11:06:124 INFO  HomePage :20 - Clicking on home button:[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //button[text()='Home']]
2021-06-28 11:06:232 INFO  HomePage :28 - Clicking on Login Link:Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 11:06:335 INFO  BankManagerLoginPage :25 - Clicking on open account button:[[ChromeDriver: chrome on WINDOWS (db69d9079fd6ca7e4f91f8ea5331ecb8)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 12:06:333 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 12:06:05 INFO  HomePage :28 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (10b3f9a78371fb9d136658394ed1a848)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 12:06:426 INFO  BankManagerLoginPage :21 - Clicking on add customer button:[[ChromeDriver: chrome on WINDOWS (10b3f9a78371fb9d136658394ed1a848)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 12:06:994 INFO  AddCustomerPage :26 - Enter first name[[ChromeDriver: chrome on WINDOWS (10b3f9a78371fb9d136658394ed1a848)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 12:06:127 INFO  AddCustomerPage :30 - Enter last name[[ChromeDriver: chrome on WINDOWS (10b3f9a78371fb9d136658394ed1a848)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 12:06:267 INFO  AddCustomerPage :34 - Enter postcode[[ChromeDriver: chrome on WINDOWS (10b3f9a78371fb9d136658394ed1a848)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 12:06:283 INFO  AddCustomerPage :37 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (10b3f9a78371fb9d136658394ed1a848)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 12:06:788 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 12:06:253 INFO  HomePage :28 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 12:06:601 INFO  BankManagerLoginPage :21 - Clicking on add customer button:[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 12:06:64 INFO  AddCustomerPage :26 - Enter first name[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 12:06:176 INFO  AddCustomerPage :30 - Enter last name[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 12:06:309 INFO  AddCustomerPage :34 - Enter postcode[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 12:06:327 INFO  AddCustomerPage :37 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 12:06:554 INFO  HomePage :20 - Clicking on home button:[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //button[text()='Home']]
2021-06-28 12:06:673 INFO  HomePage :28 - Clicking on Login Link:Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 12:06:767 INFO  BankManagerLoginPage :25 - Clicking on open account button:[[ChromeDriver: chrome on WINDOWS (a20237bcea6430f7c5c169476b261600)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-30 12:06:221 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 12:06:776 INFO  BankManagerLoginPage :29 - Clicks on Managers Login Button [[ChromeDriver: chrome on WINDOWS (56e9639e0a4f9b11c478348b4b503b10)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 12:06:88 INFO  AddCustomerPage :32 - Clicks on Add Customer Button [[ChromeDriver: chrome on WINDOWS (56e9639e0a4f9b11c478348b4b503b10)] -> xpath: //div[@class='center']//button[@ng-class='btnClass1']]
2021-06-30 12:06:398 INFO  AddCustomerPage :38 - Click on Add First Name Field [[ChromeDriver: chrome on WINDOWS (56e9639e0a4f9b11c478348b4b503b10)] -> xpath: //div[@class='form-group']//input[@placeholder='First Name']]
2021-06-30 12:06:702 INFO  AddCustomerPage :45 - Sends text to LastName Field [[ChromeDriver: chrome on WINDOWS (56e9639e0a4f9b11c478348b4b503b10)] -> xpath: //div[@class='form-group']//input[@placeholder='Last Name']]
2021-06-30 12:06:985 INFO  AddCustomerPage :51 - Send text to PostCode Field [[ChromeDriver: chrome on WINDOWS (56e9639e0a4f9b11c478348b4b503b10)] -> xpath: //div[@class='form-group']//input[@placeholder='Post Code']]
2021-06-30 12:06:185 INFO  AddCustomerPage :57 - Clicks on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (56e9639e0a4f9b11c478348b4b503b10)] -> xpath: //button[@type='submit']]
2021-06-30 12:06:954 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 12:06:205 INFO  BankManagerLoginPage :29 - Clicks on Managers Login Button [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 12:06:531 INFO  AddCustomerPage :32 - Clicks on Add Customer Button [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //div[@class='center']//button[@ng-class='btnClass1']]
2021-06-30 12:06:849 INFO  AddCustomerPage :38 - Click on Add First Name Field [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //div[@class='form-group']//input[@placeholder='First Name']]
2021-06-30 12:06:110 INFO  AddCustomerPage :45 - Sends text to LastName Field [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //div[@class='form-group']//input[@placeholder='Last Name']]
2021-06-30 12:06:333 INFO  AddCustomerPage :51 - Send text to PostCode Field [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //div[@class='form-group']//input[@placeholder='Post Code']]
